date,close,high,low,open,volume
2015-09-23,7977.552734375,8066.389440386556,7977.552734375,8013.087276656425,1808418
2015-09-24,8013.08837890625,8048.623626691755,7959.786207844076,7959.786207844076,1160778
2015-09-25,7977.552734375,8030.854898105132,7959.7851129262945,8030.854898105132,1046949
2015-09-28,7906.482421875,7995.319822577551,7906.482421875,7977.552202313853,1080464
2015-09-29,7906.482421875,7906.482421875,7870.947881963544,7906.482421875,1050260
2015-09-30,7906.482421875,7959.784582050154,7870.947881963544,7959.784582050154,644733
2015-10-01,7924.251953125,7942.01957767348,7888.71740464415,7906.48432857652,724683
2015-10-02,7924.251953125,7924.251953125,7924.251953125,7924.251953125,0
2015-10-05,7995.3212890625,8013.0882119690295,7924.251495588176,7942.019119110774,1544258
2015-10-06,8172.99462890625,8208.52987554745,8066.390290214772,8101.9255368559725,3730705
2015-10-07,8030.857421875,8208.53159034982,7995.32286842652,8208.53159034982,1363400
2015-10-08,8137.4609375,8137.4609375,8030.856587612636,8030.856587612636,1336669
2015-10-09,8137.4609375,8244.065287387366,8137.4609375,8172.995487257077,3145330
2015-10-12,8137.4609375,8155.228562686606,8119.693312313395,8119.693312313395,1674157
2015-10-13,8084.158203125,8137.460374380122,8066.39057916793,8137.460374380122,1203781
2015-10-14,8297.365234375,8510.573876900293,8279.597613959242,8350.667395006323,12423801
2015-10-15,8279.5986328125,8332.900800002968,8261.831710826365,8332.900800002968,1723137
2015-10-16,8297.365234375,8332.899774590565,8297.365234375,8297.365234375,2215278
2015-10-19,8368.4365234375,8492.808497940656,8297.367424249525,8297.367424249525,5638860
2015-10-20,8403.96875,8510.573061043136,8350.66659447843,8368.433512575035,7947939
2015-10-21,8350.6669921875,8457.271308307776,8350.6669921875,8457.271308307776,2840790
2015-10-22,8332.9013671875,8368.435914194484,8315.133743375967,8315.133743375967,1912435
2015-10-23,8368.4365234375,8421.738698136547,8350.669598948572,8386.20414854256,2906003
2015-10-26,8457.2724609375,8617.178956911344,8439.504838957293,8439.504838957293,10624145
2015-10-27,8528.3408203125,8581.6429810914,8421.736498754697,8421.736498754697,5431917
2015-10-28,8670.482421875,8688.249345902326,8546.110450603155,8546.110450603155,10793737
2015-10-29,8759.3173828125,8830.386465865698,8723.782841285902,8759.3173828125,7456404
2015-10-30,8759.3173828125,8794.851924339098,8688.247599143331,8777.084303267813,3967650
2015-11-02,8794.8564453125,9061.367395301191,8759.321885519452,8777.088815107809,11266536
2015-11-03,9327.8740234375,9327.8740234375,8865.922157697145,8883.689079053614,15339415
2015-11-04,9239.0390625,9505.549959631466,9239.0390625,9416.713227459708,7155863
2015-11-05,9505.5478515625,9505.5478515625,9150.200301065586,9150.200301065586,11014167
2015-11-06,9327.8740234375,9683.221558575005,9239.036614191118,9505.547440698248,12779137
2015-11-09,9150.2021484375,9327.876309865344,9150.2021484375,9239.038878843332,8218560
2015-11-10,9061.365234375,9239.03869158556,8972.52850576972,9150.20196298028,8277352
2015-11-11,8972.5283203125,9239.03850061972,8972.5283203125,8972.5283203125,7229918
2015-11-12,9416.7119140625,9505.548633843742,8972.527614540186,9061.36433432143,14190831
2015-11-13,9683.22265625,9683.22265625,9327.87508083085,9416.711799531615,11142936
2015-11-16,9594.3857421875,9772.059889561699,9416.712295429426,9594.3857421875,9747111
2015-11-17,9239.0390625,9594.386691803222,9239.0390625,9505.549959631466,8628973
2015-11-18,9239.0390625,9416.713227459708,9150.202330328242,9150.202330328242,5519298
2015-11-19,9150.2021484375,9416.713040271174,9150.2021484375,9239.038878843332,4426034
2015-11-20,9061.365234375,9239.03869158556,9061.365234375,9061.365234375,4832974
2015-11-23,8794.8564453125,9150.204145091977,8794.8564453125,9061.367395301191,8297218
2015-11-24,8723.7822265625,8830.385843630445,8599.410289059344,8830.385843630445,11377417
2015-11-25,8883.6904296875,8972.5278524403,8617.180263277443,8759.319158819364,5287279
2015-11-26,8706.015625,8883.689041509875,8706.015625,8848.154498331101,3013855
2015-11-27,8688.248046875,8865.922164896023,8688.248046875,8741.550212219707,6140288
2015-11-30,8581.642578125,8706.014514307644,8581.642578125,8706.014514307644,4509739
2015-12-01,8563.8759765625,8670.480297066195,8546.108356273236,8634.945056487668,2519171
2015-12-02,8599.412109375,8652.714279499889,8563.877562830432,8563.877562830432,2729344
2015-12-03,8617.1787109375,8652.713253267588,8581.643467991422,8617.1787109375,1387183
2015-12-04,8510.576171875,8617.180521884735,8475.040921460997,8617.180521884735,3477932
2015-12-07,8439.5068359375,8528.343565627323,8439.5068359375,8492.809013874628,3602865
2015-12-08,8706.015625,8723.78324689739,8368.43501264563,8403.970256440409,4513051
2015-12-09,8563.8759765625,8777.083916953947,8563.8759765625,8706.014837028779,2969721
2015-12-10,8492.8076171875,8634.946501438959,8492.8076171875,8563.877409621258,2463569
2015-12-11,8528.3408203125,8617.1782220213,8475.038659533599,8475.038659533599,2254728
2015-12-14,8492.8076171875,8563.877409621258,8492.8076171875,8510.575240449954,1755319
2015-12-15,8617.1787109375,8617.1787109375,8492.806761858208,8492.806761858208,2131128
2015-12-16,8670.482421875,8759.319143859968,8652.714797231562,8652.714797231562,5058088
2015-12-17,8741.5498046875,8794.851967547253,8706.015262986324,8741.5498046875,3700421
2015-12-18,8688.248046875,8759.317834206611,8688.248046875,8741.550212219707,3333981
2015-12-21,8617.1787109375,8688.247795597676,8581.643467991422,8688.247795597676,2181925
2015-12-22,8546.1103515625,8652.71469695547,8546.1103515625,8617.180148696516,2169448
2015-12-23,8510.576171875,8599.412896677733,8492.808546667999,8581.645271470734,2447135
2015-12-24,8492.8076171875,8563.877409621258,8492.8076171875,8546.109786358804,1914050
2015-12-25,8492.8076171875,8528.34216309635,8475.039993925046,8528.34216309635,1370466
2015-12-28,8546.1103515625,8652.71469695547,8475.040554428484,8528.34272712497,3097521
2015-12-29,8581.642578125,8617.177817386279,8546.108039479637,8563.875659110276,1750918
2015-12-30,8581.642578125,8688.246894677004,8581.642578125,8634.944736401003,3690205
2015-12-31,8581.642578125,8670.479975662282,8563.875659110276,8581.642578125,2302981
2016-01-04,8492.8076171875,8617.179578792564,8492.8076171875,8599.41195553011,2431669
2016-01-05,8492.8076171875,8528.34216309635,8475.039993925046,8492.8076171875,2964027
2016-01-06,8510.576171875,8546.110721672867,8492.808546667999,8492.808546667999,1804178
2016-01-07,8350.6669921875,8510.573466367914,8350.6669921875,8510.573466367914,7436296
2016-01-08,8226.296875,8332.901214686053,8172.994705156973,8315.133591199688,7162283
2016-01-11,8155.2265625,8226.295644583439,8155.2265625,8226.295644583439,3252294
2016-01-12,8332.9013671875,8332.9013671875,8119.692683913435,8172.994854731951,2350709
2016-01-13,8244.0634765625,8403.96996626977,8226.295855278588,8350.667803034014,2192221
2016-01-14,8208.5302734375,8244.064821185097,8172.995025073809,8190.762649255655,2058203
2016-01-15,8190.76220703125,8261.831999305436,8172.99458380869,8208.52983025381,2395611
2016-01-18,7977.552734375,8119.691604116687,7870.948406914738,8119.691604116687,9106012
2016-01-19,8013.08837890625,8048.623626691755,7942.019284567407,7977.553831736828,3527033
2016-01-20,7977.552734375,8084.1570618352625,7977.552734375,8013.087276656425,2632636
2016-01-21,7977.552734375,8013.087276656425,7924.250570644869,7959.7851129262945,2615798
2016-01-22,7959.787109375,8013.089286474215,7870.950381081697,7995.322361185253,2797262
2016-01-25,8368.4365234375,8368.4365234375,7995.322001160302,8084.158725453336,3601977
2016-01-26,8155.2265625,8279.597806454,8155.2265625,8261.830886241121,2669583
2016-01-27,8226.296875,8261.83212197273,8208.529952129704,8261.83212197273,1359241
2016-01-28,8172.99462890625,8244.06442157259,8137.460082881112,8226.29679825199,1982735
2016-01-29,8244.0634765625,8261.831097846412,8155.226771374899,8226.295855278588,2006720
2016-02-01,8279.5986328125,8332.900800002968,8172.994298431563,8261.831710826365,2358583
2016-02-02,8208.5302734375,8297.36699311454,8208.5302734375,8226.29719700325,743823
2016-02-03,8279.5986328125,8332.900800002968,8208.529543635897,8244.064088224199,2590319
2016-02-04,8261.8310546875,8332.900138219931,8261.8310546875,8332.900138219931,1138811
2016-02-05,8332.9013671875,8350.668990999033,8261.832273173532,8297.366820180516,1468910
2016-02-15,8297.365234375,8315.13215417481,8226.295453327919,8297.365234375,1381247
2016-02-16,8403.96875,8439.503286809086,8297.364438956864,8350.66659447843,1399055
