date,open,high,low,close,volume
2015-05-28,7910.678825848347,7980.223521785288,7841.134129911405,7893.29248046875,467751
2015-05-29,7910.677904200872,7910.677904200872,7806.36121523978,7823.74755859375,144488
2015-06-01,7806.361616194059,7806.361616194059,7702.044921875,7702.044921875,301922
2015-06-02,7702.045213899243,7702.045213899243,7597.728515625001,7597.728515625,319002
2015-06-03,7597.728144978843,7788.975187291386,7580.3424865022225,7684.6591796875,257796
2015-06-04,7684.659149943708,7736.816810753077,7684.659149943708,7719.43115234375,90655
2015-06-05,7736.817236675355,7806.361930885357,7684.659572994635,7788.9755859375,233544
2015-06-08,7823.747960441035,7841.133619106613,7702.044921875,7702.044921875,282233
2015-06-09,7684.659263209422,7858.5199633535885,7684.659263209422,7702.044921875,249849
2015-06-10,7702.045263806159,7771.589958300091,7667.273259349907,7754.20361328125,100862
2015-06-11,7754.203581623212,7806.361930885357,7754.203581623212,7788.9755859375,169592
2015-06-12,7806.36129928033,7875.905987863539,7806.36129928033,7841.13330078125,304195
2015-06-15,7893.291560846903,7893.291560846903,7788.974871885811,7823.74755859375,137955
2015-06-16,7823.746942309594,7858.518940697146,7736.815917968749,7736.81591796875,193565
2015-06-17,7719.43115234375,7754.203154743793,7702.0448083530355,7719.43115234375,195176
2015-06-18,7719.430261565627,7823.746942309594,7719.430261565627,7736.81591796875,130949
2015-06-19,7736.817236675355,7841.133935199645,7736.817236675355,7788.9755859375,211897
2015-06-22,7823.748243315528,7962.836945576016,7806.3618984399345,7928.06494140625,514328
2015-06-23,7928.063588001311,7945.449244327566,7893.29090418619,7910.67724609375,251864
2015-06-24,7928.065204037243,7928.065204037243,7858.5205078125,7858.5205078125,144092
2015-06-25,7841.1332163663565,7858.5195597203265,7823.74755859375,7823.74755859375,236225
2015-06-26,7841.133223451789,8327.94466757057,7841.133223451789,8049.7666015625,1700065
2015-06-29,8136.6982421875,8293.173300673227,8084.540574940397,8136.6982421875,377762
2015-06-30,8049.766001675988,8119.310684390722,8049.766001675988,8067.15234375,423261
2015-07-01,8067.154228803714,8188.856595016076,8014.995875975139,8136.6982421875,297840
2015-07-02,8119.310869745545,8241.013210298017,8101.924527274623,8206.2412109375,440221
2015-07-03,8241.012252355931,8241.012252355931,8154.08192126883,8171.46826171875,306275
2015-07-06,8188.856667605765,8258.4013671875,8171.471006896441,8258.4013671875,395509
2015-07-07,8241.012474413197,8414.87382685341,8206.24047815766,8275.78515625,457434
2015-07-08,8275.786063838355,8310.558063907265,8101.924692331125,8119.31103515625,573447
2015-07-09,8084.539035087341,8154.08303522516,8032.380692193307,8119.31103515625,403718
2015-07-10,8119.311637082816,8171.469983843618,8067.153290322012,8101.92529296875,337436
2015-07-13,8101.925635409641,8258.400682305717,8084.539976142135,8154.083984375,197631
2015-07-14,8154.083984375,8206.242333340359,8101.925635409641,8154.083984375,159767
2015-07-15,8171.469025031443,8171.469025031443,8067.15234375,8067.15234375,264446
2015-07-16,8032.380345183289,8067.15234375,7962.835662468557,8067.15234375,246740
2015-07-17,8049.766001675988,8154.082682957433,8032.380345183289,8067.15234375,127412
2015-07-20,8067.15531214268,8067.15531214268,7980.224940948324,8032.38330078125,169523
2015-07-21,7997.608949745781,8014.995294621376,7893.292251655061,7928.06494140625,353902
2015-07-22,7928.064033287327,8084.5390625,7910.6776904032495,8084.5390625,183737
2015-07-23,8067.151590181729,8327.943269024281,8067.151590181729,8171.46826171875,864294
2015-07-24,8206.24047815766,8310.557152505535,8206.24047815766,8275.78515625,491748
2015-07-27,8327.944378155245,8606.121748914646,8310.558035389782,8519.19140625,753360
2015-07-28,8519.191221424646,8519.191221424646,8380.1025390625,8380.1025390625,256185
2015-07-29,8380.104643745664,8467.035006357108,8293.173595552726,8327.9462890625,451874
2015-07-30,8327.944618123476,8345.330275808567,8223.6279296875,8223.6279296875,378885
2015-07-31,8293.17193159058,8310.558274857027,8223.6279296875,8223.6279296875,218584
2015-08-03,8171.469405757704,8171.469405757704,8067.152719615921,8084.5390625,458977
2015-08-04,8154.08192126883,8241.012252355931,8101.92358550032,8171.46826171875,212466
2015-08-05,8206.241670566913,8241.013671875,8154.0833258141,8241.013671875,126354
2015-08-06,8241.014947844651,8275.787640118016,8136.6982421875,8136.6982421875,226575
2015-08-07,8171.469585469513,8258.39993063904,8119.311241251525,8223.6279296875,220712
2015-08-10,8258.399377903643,8432.2607421875,8258.399377903643,8432.2607421875,476768
2015-08-11,8432.260966380078,8519.191308042607,8345.329939136216,8397.48828125,347813
2015-08-12,8345.329148761071,8345.329148761071,8223.626819076062,8275.78515625,507585
2015-08-13,8275.78493325577,8275.78493325577,8136.695580818911,8171.46826171875,6352157
2015-08-14,8154.084588324183,8223.629287289441,8084.540574940397,8136.6982421875,283638
2015-08-17,8136.699334865538,8188.857694698464,7997.610603838256,8032.38330078125,3295500
2015-08-18,8032.381287675275,8119.311637082816,7997.608599447145,8101.92529296875,3035337
2015-08-19,8155.227661202186,8261.831999305436,8084.157868928001,8190.76220703125,3475631
2015-08-20,8208.530169592314,8208.530169592314,8066.39057916793,8084.158203125,1551405
2015-08-21,8013.089794842656,8030.857421875001,7817.6486999517,8030.857421875,4784721
2015-08-24,7888.716184017399,7924.250726999963,7515.601030544468,7533.36865234375,8511591
2015-08-25,7462.301935958264,7728.812869517407,7462.301935958264,7622.20849609375,5259620
2015-08-26,7639.974452398457,7906.484626987783,7639.974452398457,7835.41552734375,3879058
2015-08-27,7835.41370064976,7924.2504048020965,7817.6460795729035,7870.9482421875,2834532
2015-08-28,7924.250445238728,7959.784986957797,7870.948282352137,7942.01806640625,3567735
2015-08-31,7906.483596383398,7959.785764476592,7835.414506003171,7853.18212890625,1549103
2015-09-01,7888.717702384843,7888.717702384843,7799.880977521734,7835.41552734375,1290475
2015-09-02,7835.41552734375,7835.41552734375,7835.41552734375,7835.41552734375,0
2015-09-03,7799.879481905568,7835.4140249138845,7764.34423828125,7764.34423828125,1458896
2015-09-04,7764.346630526022,7835.416439055718,7746.579703855761,7782.1142578125,808228
2015-09-07,7817.648203950385,7817.648203950385,7711.043849752393,7746.5791015625,579561
2015-09-08,7728.810092526941,7835.414427647261,7728.810092526941,7799.8798828125,787796
2015-09-09,7870.950077165766,7888.717702384843,7835.41552734375,7835.41552734375,1420133
2015-09-10,7835.414506003171,7853.18212890625,7799.879960813057,7853.18212890625,923994
2015-09-11,7888.716764466673,7888.716764466673,7817.64697265625,7817.64697265625,720242
2015-09-14,7817.646403101726,7817.646403101726,7764.34423828125,7764.34423828125,861124
2015-09-15,7746.5773170850925,7799.879481905568,7728.809695272934,7764.34423828125,368015
2015-09-16,7764.34423828125,7799.879481905568,7746.5773170850925,7764.34423828125,499570
2015-09-17,7764.346630526022,7817.64881176924,7764.346630526022,7782.1142578125,492544
2015-09-18,7924.251953125,7977.554126154329,7835.41523161482,7924.251953125,3002630
2015-09-21,7906.484065402563,8084.158203124999,7906.484065402563,8084.158203125,2215601
2015-09-22,8084.159602355826,8101.9272293881695,8013.089794842656,8030.857421875,1168611
2015-09-23,8013.087276656425,8066.389440386556,7977.552734375,7977.552734375,1808418
2015-09-24,7959.786207844076,8048.623626691755,7959.786207844076,8013.08837890625,1160778
2015-09-25,8030.854898105132,8030.854898105132,7959.7851129262945,7977.552734375,1046949
2015-09-28,7977.552202313853,7995.319822577551,7906.482421875,7906.482421875,1080464
2015-09-29,7906.482421875,7906.482421875,7870.947881963544,7906.482421875,1050260
2015-09-30,7959.784582050154,7959.784582050154,7870.947881963544,7906.482421875,644733
2015-10-01,7906.48432857652,7942.01957767348,7888.71740464415,7924.251953125,724683
2015-10-02,7924.251953125,7924.251953125,7924.251953125,7924.251953125,0
2015-10-05,7942.019119110774,8013.088211969029,7924.251495588176,7995.3212890625,1544258
2015-10-06,8101.9255368559725,8208.52987554745,8066.390290214772,8172.99462890625,3730705
2015-10-07,8208.53159034982,8208.53159034982,7995.32286842652,8030.857421875,1363400
2015-10-08,8030.856587612636,8137.4609375,8030.856587612636,8137.4609375,1336669
2015-10-09,8172.995487257077,8244.065287387366,8137.4609375,8137.4609375,3145330
2015-10-12,8119.693312313395,8155.228562686606,8119.693312313395,8137.4609375,1674157
2015-10-13,8137.460374380122,8137.460374380122,8066.39057916793,8084.158203125,1203781
2015-10-14,8350.667395006323,8510.573876900293,8279.597613959242,8297.365234375,12423801
2015-10-15,8332.900800002968,8332.900800002968,8261.831710826365,8279.5986328125,1723137
2015-10-16,8297.365234375,8332.899774590565,8297.365234375,8297.365234375,2215278
2015-10-19,8297.367424249525,8492.808497940656,8297.367424249525,8368.4365234375,5638860
2015-10-20,8368.433512575035,8510.573061043136,8350.66659447843,8403.96875,7947939
2015-10-21,8457.271308307776,8457.271308307776,8350.6669921875,8350.6669921875,2840790
2015-10-22,8315.133743375967,8368.435914194484,8315.133743375967,8332.9013671875,1912435
2015-10-23,8386.20414854256,8421.738698136547,8350.669598948572,8368.4365234375,2906003
2015-10-26,8439.504838957293,8617.178956911344,8439.504838957293,8457.2724609375,10624145
2015-10-27,8421.736498754697,8581.6429810914,8421.736498754697,8528.3408203125,5431917
2015-10-28,8546.110450603155,8688.249345902326,8546.110450603155,8670.482421875,10793737
2015-10-29,8759.3173828125,8830.386465865698,8723.782841285902,8759.3173828125,7456404
2015-10-30,8777.084303267813,8794.851924339098,8688.247599143331,8759.3173828125,3967650
2015-11-02,8777.088815107809,9061.367395301191,8759.321885519452,8794.8564453125,11266536
2015-11-03,8883.689079053614,9327.8740234375,8865.922157697145,9327.8740234375,15339415
2015-11-04,9416.713227459708,9505.549959631466,9239.0390625,9239.0390625,7155863
2015-11-05,9150.200301065586,9505.5478515625,9150.200301065586,9505.5478515625,11014167
2015-11-06,9505.547440698248,9683.221558575004,9239.036614191118,9327.8740234375,12779137
2015-11-09,9239.038878843332,9327.8763098653435,9150.2021484375,9150.2021484375,8218560
2015-11-10,9150.20196298028,9239.03869158556,8972.52850576972,9061.365234375,8277352
2015-11-11,8972.5283203125,9239.03850061972,8972.5283203125,8972.5283203125,7229918
2015-11-12,9061.36433432143,9505.548633843742,8972.527614540186,9416.7119140625,14190831
2015-11-13,9416.711799531617,9683.22265625,9327.87508083085,9683.22265625,11142936
2015-11-16,9594.3857421875,9772.0598895617,9416.712295429426,9594.3857421875,9747111
2015-11-17,9505.549959631466,9594.386691803222,9239.0390625,9239.0390625,8628973
2015-11-18,9150.202330328242,9416.713227459708,9150.202330328242,9239.0390625,5519298
2015-11-19,9239.038878843332,9416.713040271174,9150.2021484375,9150.2021484375,4426034
2015-11-20,9061.365234375,9239.03869158556,9061.365234375,9061.365234375,4832974
2015-11-23,9061.367395301191,9150.204145091977,8794.8564453125,8794.8564453125,8297218
2015-11-24,8830.385843630445,8830.385843630445,8599.410289059344,8723.7822265625,11377417
2015-11-25,8759.319158819364,8972.5278524403,8617.180263277443,8883.6904296875,5287279
2015-11-26,8848.154498331101,8883.689041509875,8706.015625,8706.015625,3013855
2015-11-27,8741.550212219707,8865.922164896023,8688.248046875,8688.248046875,6140288
2015-11-30,8706.014514307644,8706.014514307644,8581.642578125,8581.642578125,4509739
2015-12-01,8634.945056487668,8670.480297066195,8546.108356273236,8563.8759765625,2519171
2015-12-02,8563.877562830432,8652.714279499889,8563.877562830432,8599.412109375,2729344
2015-12-03,8617.1787109375,8652.713253267588,8581.643467991422,8617.1787109375,1387183
2015-12-04,8617.180521884735,8617.180521884735,8475.040921460997,8510.576171875,3477932
2015-12-07,8492.809013874628,8528.343565627323,8439.5068359375,8439.5068359375,3602865
2015-12-08,8403.970256440409,8723.78324689739,8368.43501264563,8706.015625,4513051
2015-12-09,8706.014837028779,8777.083916953947,8563.8759765625,8563.8759765625,2969721
2015-12-10,8563.877409621258,8634.946501438959,8492.8076171875,8492.8076171875,2463569
2015-12-11,8475.038659533599,8617.1782220213,8475.038659533599,8528.3408203125,2254728
2015-12-14,8510.575240449954,8563.877409621258,8492.8076171875,8492.8076171875,1755319
2015-12-15,8492.806761858208,8617.1787109375,8492.806761858208,8617.1787109375,2131128
2015-12-16,8652.714797231562,8759.319143859968,8652.714797231562,8670.482421875,5058088
2015-12-17,8741.5498046875,8794.851967547253,8706.015262986324,8741.5498046875,3700421
2015-12-18,8741.550212219707,8759.317834206611,8688.248046875,8688.248046875,3333981
2015-12-21,8688.247795597676,8688.247795597676,8581.643467991422,8617.1787109375,2181925
2015-12-22,8617.180148696516,8652.71469695547,8546.1103515625,8546.1103515625,2169448
2015-12-23,8581.645271470734,8599.412896677733,8492.808546667999,8510.576171875,2447135
2015-12-24,8546.109786358804,8563.877409621258,8492.8076171875,8492.8076171875,1914050
2015-12-25,8528.34216309635,8528.34216309635,8475.039993925046,8492.8076171875,1370466
2015-12-28,8528.34272712497,8652.71469695547,8475.040554428484,8546.1103515625,3097521
2015-12-29,8563.875659110276,8617.177817386279,8546.108039479637,8581.642578125,1750918
2015-12-30,8634.944736401003,8688.246894677004,8581.642578125,8581.642578125,3690205
2015-12-31,8581.642578125,8670.479975662282,8563.875659110276,8581.642578125,2302981
2016-01-04,8599.41195553011,8617.179578792564,8492.8076171875,8492.8076171875,2431669
2016-01-05,8492.8076171875,8528.34216309635,8475.039993925046,8492.8076171875,2964027
2016-01-06,8492.808546667999,8546.110721672867,8492.808546667999,8510.576171875,1804178
2016-01-07,8510.573466367914,8510.573466367914,8350.6669921875,8350.6669921875,7436296
2016-01-08,8315.133591199688,8332.901214686053,8172.994705156973,8226.296875,7162283
2016-01-11,8226.295644583439,8226.295644583439,8155.2265625,8155.2265625,3252294
2016-01-12,8172.994854731951,8332.9013671875,8119.692683913435,8332.9013671875,2350709
2016-01-13,8350.667803034014,8403.96996626977,8226.295855278588,8244.0634765625,2192221
2016-01-14,8190.762649255655,8244.064821185097,8172.995025073809,8208.5302734375,2058203
2016-01-15,8208.52983025381,8261.831999305436,8172.99458380869,8190.76220703125,2395611
2016-01-18,8119.691604116687,8119.691604116687,7870.948406914738,7977.552734375,9106012
2016-01-19,7977.553831736828,8048.623626691755,7942.019284567407,8013.08837890625,3527033
2016-01-20,8013.087276656425,8084.1570618352625,7977.552734375,7977.552734375,2632636
2016-01-21,7959.7851129262945,8013.087276656425,7924.250570644869,7977.552734375,2615798
2016-01-22,7995.322361185253,8013.089286474215,7870.950381081697,7959.787109375,2797262
2016-01-25,8084.158725453336,8368.4365234375,7995.322001160302,8368.4365234375,3601977
2016-01-26,8261.830886241121,8279.597806454,8155.2265625,8155.2265625,2669583
2016-01-27,8261.83212197273,8261.83212197273,8208.529952129704,8226.296875,1359241
2016-01-28,8226.29679825199,8244.06442157259,8137.460082881112,8172.99462890625,1982735
2016-01-29,8226.295855278588,8261.831097846412,8155.226771374899,8244.0634765625,2006720
2016-02-01,8261.831710826365,8332.900800002968,8172.994298431563,8279.5986328125,2358583
2016-02-02,8226.29719700325,8297.36699311454,8208.5302734375,8208.5302734375,743823
2016-02-03,8244.064088224199,8332.900800002968,8208.529543635897,8279.5986328125,2590319
2016-02-04,8332.900138219931,8332.900138219931,8261.8310546875,8261.8310546875,1138811
2016-02-05,8297.366820180516,8350.668990999033,8261.832273173532,8332.9013671875,1468910
2016-02-15,8297.365234375,8315.13215417481,8226.295453327919,8297.365234375,1381247
2016-02-16,8350.66659447843,8439.503286809086,8297.364438956864,8403.96875,1399055
2016-02-17,8439.5068359375,8563.878817996192,8439.5068359375,8439.5068359375,2905034
2016-02-18,8475.040554428484,8581.644899821455,8457.273630607058,8546.1103515625,2976707
2016-02-19,8528.345156630907,8528.345156630907,8457.276039867234,8475.04296875,2141707
2016-02-22,8475.038575732126,8563.8759765625,8475.038575732126,8563.8759765625,2094948
2016-02-23,8617.179578792564,8617.179578792564,8492.8076171875,8492.8076171875,2936287
2016-02-24,8475.039993925046,8528.34216309635,8457.273071278649,8492.8076171875,2648788
2016-02-25,8528.341547626314,8581.643712950929,8457.2724609375,8457.2724609375,2717796
2016-02-26,8492.81059824907,8492.81059824907,8421.740780869093,8475.04296875,1547448
2016-02-29,8510.575240449954,8510.575240449954,8457.273071278649,8492.8076171875,2084571
2016-03-01,8492.806196021389,8688.247216739515,8457.271656058805,8563.8759765625,4909331
2016-03-02,8599.412670149235,8670.48246848896,8581.645045410274,8652.71484375,3278419
2016-03-03,8688.249345902326,8759.319143859968,8670.482421875,8670.482421875,3357280
2016-03-04,8634.945838026448,8759.317790076164,8634.945838026448,8706.015625,3456168
2016-03-07,8706.01706434838,8777.08616245564,8634.947265625,8634.947265625,2955023
2016-03-08,8634.945141870301,8652.712762335252,8528.3408203125,8528.3408203125,4597201
2016-03-09,8492.80627999855,8563.8760612424,8492.80627999855,8528.3408203125,1639391
2016-03-10,8528.340735983973,8581.64289623582,8510.573816310653,8563.8759765625,1124113
2016-03-11,8599.411089464462,8688.247795597676,8599.411089464462,8617.1787109375,3038971
2016-03-14,8706.017017350765,8777.086115074373,8652.71484375,8652.71484375,4085315
2016-03-15,8688.247795597676,8723.783038543752,8617.1787109375,8617.1787109375,2202074
2016-03-16,8617.1787109375,8652.713253267588,8599.411089464462,8617.1787109375,1990568
2016-03-17,8634.94563179455,8688.247795597676,8617.1787109375,8617.1787109375,2544690
2016-03-18,8706.015220214616,8865.921708008269,8706.015220214616,8759.3173828125,10245954
2016-03-21,8759.317425846077,8794.851967547253,8706.015262986324,8741.5498046875,2860334
2016-03-22,8706.017017350765,8723.784642089726,8652.71484375,8652.71484375,2546669
2016-03-23,8652.71484375,8706.017017350765,8617.180294888196,8652.71484375,2315701
2016-03-24,8670.48190308021,8688.248826044459,8599.412109375,8599.412109375,3359298
2016-03-25,8563.878346879868,8599.412896677733,8457.273996870132,8510.576171875,4582180
2016-03-28,8581.6429810914,8581.6429810914,8510.573900463498,8528.3408203125,1623603
2016-03-29,8528.343565627323,8528.343565627323,8421.739209753066,8439.5068359375,2952116
2016-03-30,8439.5068359375,8510.576640059064,8386.204658000372,8439.5068359375,2406271
2016-03-31,8439.506323241607,8528.343047534643,8368.4365234375,8368.4365234375,2516142
2016-04-01,8368.43596017388,8386.203584083034,8297.36686576943,8315.1337890625,2140819
2016-04-04,8297.36686576943,8350.66903688081,8297.36686576943,8315.1337890625,1495682
2016-04-05,8315.131753070133,8386.201530688955,8297.364834127362,8350.6669921875,1156618
2016-04-06,8350.669185580033,8421.73828125,8332.901561354493,8421.73828125,1163241
2016-04-07,8439.505448016194,8510.575240449954,8421.73782475374,8492.8076171875,1961616
2016-04-08,8457.2724609375,8528.341547626314,8457.2724609375,8457.2724609375,1260716
2016-04-11,8492.808546667999,8563.878346879868,8439.506371663132,8510.576171875,3290089
2016-04-12,8528.345156630907,8528.345156630907,8439.508410368164,8475.04296875,1589442
2016-04-13,8457.2724609375,8492.807004281907,8439.504838957293,8457.2724609375,2293896
2016-04-14,8439.5068359375,8492.809013874628,8439.5068359375,8439.5068359375,2311138
2016-04-15,8457.272916129983,8475.039838450446,8386.203125,8386.203125,2875436
2016-04-19,8386.201530688955,8439.503688749093,8350.6669921875,8350.6669921875,2204577
2016-04-20,8350.669598948572,8386.20414854256,8332.901973843513,8368.4365234375,3546456
2016-04-21,8403.96875,8439.503286809086,8368.433512575035,8403.96875,2004176
